image,ADI,BACK,LYM,STR,DEB,MUC,TUM,MUS,NORM
NORM-TERRCSNK,0,0,0,0,0,0,0,0,1
LYM-FSDCAKEY,0,0,1,0,0,0,0,0,0
STR-AQLIVRGW,0,0,0,1,0,0,0,0,0
MUC-MTDMVCPS,0,0,0,0,0,1,0,0,0
MUS-FVGLWWEW,0,0,0,0,0,0,0,1,0
DEB-PYGPYHMW,0,0,0,0,1,0,0,0,0
ADI-HENRASQP,1,0,0,0,0,0,0,0,0
TUM-NEKYRDMI,0,0,0,0,0,0,1,0,0
BACK-MRQNSGMY,0,1,0,0,0,0,0,0,0
NORM-YQNMWAFT,0,0,0,0,0,0,0,0,1
LYM-AHPKYMEG,0,0,1,0,0,0,0,0,0
MUS-SVSCRMQS,0,0,0,0,0,0,0,1,0
TUM-TSERRISG,0,0,0,0,0,0,1,0,0
STR-DFLYTREA,0,0,0,1,0,0,0,0,0
DEB-VVDYPMTA,0,0,0,0,1,0,0,0,0
ADI-DTDTEFRP,1,0,0,0,0,0,0,0,0
MUC-HAWYQNRY,0,0,0,0,0,1,0,0,0
BACK-KACSAIIC,0,1,0,0,0,0,0,0,0
MUS-AHKEMPAC,0,0,0,0,0,0,0,1,0
LYM-GHSNREVA,0,0,1,0,0,0,0,0,0
TUM-YKEKAFNH,0,0,0,0,0,0,1,0,0
NORM-FQKRWFYR,0,0,0,0,0,0,0,0,1
DEB-KGIYHKDH,0,0,0,0,1,0,0,0,0
STR-RADFNRAR,0,0,0,1,0,0,0,0,0
ADI-MSFWWEPE,1,0,0,0,0,0,0,0,0
BACK-DVNYKIYF,0,1,0,0,0,0,0,0,0
MUS-ISAVGPTK,0,0,0,0,0,0,0,1,0
TUM-GAPSELDT,0,0,0,0,0,0,1,0,0
MUC-LRTFRRGL,0,0,0,0,0,1,0,0,0
LYM-EIMDTIYH,0,0,1,0,0,0,0,0,0
DEB-RVTSASPD,0,0,0,0,1,0,0,0,0
STR-MIITYLQD,0,0,0,1,0,0,0,0,0
NORM-NEEEKWDP,0,0,0,0,0,0,0,0,1
ADI-SERCENSR,1,0,0,0,0,0,0,0,0
MUS-PMAELDVG,0,0,0,0,0,0,0,1,0
TUM-LFVCKDSS,0,0,0,0,0,0,1,0,0
BACK-IKGYGWWK,0,1,0,0,0,0,0,0,0
LYM-ITCRGWNP,0,0,1,0,0,0,0,0,0
MUC-GSPLRPHE,0,0,0,0,0,1,0,0,0
DEB-FGYPIHTH,0,0,0,0,1,0,0,0,0
TUM-HCFWQVWN,0,0,0,0,0,0,1,0,0
MUS-NYYGYPHA,0,0,0,0,0,0,0,1,0
STR-KGAWTFCG,0,0,0,1,0,0,0,0,0
ADI-NDANREQR,1,0,0,0,0,0,0,0,0
NORM-EIAQGAEA,0,0,0,0,0,0,0,0,1
BACK-CKYIKESP,0,1,0,0,0,0,0,0,0
LYM-IGWICNII,0,0,1,0,0,0,0,0,0
TUM-GQKVSSNF,0,0,0,0,0,0,1,0,0
DEB-PHCSYPKN,0,0,0,0,1,0,0,0,0
MUS-SIDPAYVC,0,0,0,0,0,0,0,1,0
MUC-VTPVEAAC,0,0,0,0,0,1,0,0,0
STR-VCIWKKCD,0,0,0,1,0,0,0,0,0
ADI-PYLLFWDF,1,0,0,0,0,0,0,0,0
LYM-WRSGNIAY,0,0,1,0,0,0,0,0,0
BACK-GSRTEHGG,0,1,0,0,0,0,0,0,0
TUM-PCSDVCNF,0,0,0,0,0,0,1,0,0
MUS-HEDADAKR,0,0,0,0,0,0,0,1,0
NORM-MCIKGFFD,0,0,0,0,0,0,0,0,1
DEB-CQNSMHFY,0,0,0,0,1,0,0,0,0
MUC-VGMCNYRI,0,0,0,0,0,1,0,0,0
STR-MMFEAGMF,0,0,0,1,0,0,0,0,0
ADI-ISPPRKND,1,0,0,0,0,0,0,0,0
TUM-KMLHIQVF,0,0,0,0,0,0,1,0,0
LYM-WHYHVRLF,0,0,1,0,0,0,0,0,0
MUS-GWDVHKHT,0,0,0,0,0,0,0,1,0
BACK-ATDNRDVL,0,1,0,0,0,0,0,0,0
DEB-WMMIGEMQ,0,0,0,0,1,0,0,0,0
NORM-PHNVPPAR,0,0,0,0,0,0,0,0,1
TUM-SYFIHPHN,0,0,0,0,0,0,1,0,0
STR-IHGCTGHT,0,0,0,1,0,0,0,0,0
MUS-RTYMKQFG,0,0,0,0,0,0,0,1,0
LYM-FANLCADC,0,0,1,0,0,0,0,0,0
ADI-GCKQDICL,1,0,0,0,0,0,0,0,0
MUC-HNSVFNVE,0,0,0,0,0,1,0,0,0
BACK-HDMMSTCP,0,1,0,0,0,0,0,0,0
DEB-QLAEYWQN,0,0,0,0,1,0,0,0,0
TUM-VFYAFEDY,0,0,0,0,0,0,1,0,0
MUS-CLKFVEFA,0,0,0,0,0,0,0,1,0
NORM-TKCDCFQN,0,0,0,0,0,0,0,0,1
LYM-CTVMTIAH,0,0,1,0,0,0,0,0,0
STR-MTYAQECE,0,0,0,1,0,0,0,0,0
ADI-LYMWECPG,1,0,0,0,0,0,0,0,0
TUM-MRDILLFY,0,0,0,0,0,0,1,0,0
BACK-IVPNSEEP,0,1,0,0,0,0,0,0,0
DEB-FPFPARQK,0,0,0,0,1,0,0,0,0
MUC-HSYVKSKR,0,0,0,0,0,1,0,0,0
MUS-SSDHGYVG,0,0,0,0,0,0,0,1,0
LYM-NFLYEEIG,0,0,1,0,0,0,0,0,0
STR-NQVYCKTW,0,0,0,1,0,0,0,0,0
TUM-MDYEDFKC,0,0,0,0,0,0,1,0,0
ADI-HPHFLRIV,1,0,0,0,0,0,0,0,0
NORM-AIYAFLGE,0,0,0,0,0,0,0,0,1
DEB-MKNKMKYM,0,0,0,0,1,0,0,0,0
BACK-KDKNFEKT,0,1,0,0,0,0,0,0,0
MUS-VIPVYDPT,0,0,0,0,0,0,0,1,0
MUC-HNQWADEC,0,0,0,0,0,1,0,0,0
TUM-KKVKEDFI,0,0,0,0,0,0,1,0,0
LYM-EDELLYAH,0,0,1,0,0,0,0,0,0
STR-MEVTMKLM,0,0,0,1,0,0,0,0,0
ADI-KQSRNMLE,1,0,0,0,0,0,0,0,0
MUS-QAFIPWRT,0,0,0,0,0,0,0,1,0
DEB-MESTHLQG,0,0,0,0,1,0,0,0,0
BACK-NVWMMWWY,0,1,0,0,0,0,0,0,0
NORM-LYFFFEDD,0,0,0,0,0,0,0,0,1
TUM-HVIKRLCH,0,0,0,0,0,0,1,0,0
LYM-LWAEHQPH,0,0,1,0,0,0,0,0,0
MUC-EFYANHVK,0,0,0,0,0,1,0,0,0
MUS-PTLGIIGL,0,0,0,0,0,0,0,1,0
STR-KWPVYRLN,0,0,0,1,0,0,0,0,0
DEB-WQETMTPV,0,0,0,0,1,0,0,0,0
ADI-DPMNGDLY,1,0,0,0,0,0,0,0,0
TUM-LCLRHSSA,0,0,0,0,0,0,1,0,0
BACK-FMFMRMTI,0,1,0,0,0,0,0,0,0
NORM-IPILDISR,0,0,0,0,0,0,0,0,1
LYM-RYIVWNRW,0,0,1,0,0,0,0,0,0
MUS-KMIMCHHR,0,0,0,0,0,0,0,1,0
MUC-NEYSWNAG,0,0,0,0,0,1,0,0,0
TUM-ADWDWYLE,0,0,0,0,0,0,1,0,0
DEB-FQCRGMFW,0,0,0,0,1,0,0,0,0
STR-GCSCTSEV,0,0,0,1,0,0,0,0,0
ADI-AWFKEERI,1,0,0,0,0,0,0,0,0
BACK-CGLMFKTQ,0,1,0,0,0,0,0,0,0
MUS-ANGQPKRE,0,0,0,0,0,0,0,1,0
LYM-ARYQGGEC,0,0,1,0,0,0,0,0,0
TUM-YMEYGLPN,0,0,0,0,0,0,1,0,0
NORM-WFMNFHAE,0,0,0,0,0,0,0,0,1
DEB-MTGPYPVC,0,0,0,0,1,0,0,0,0
STR-DFELWYYT,0,0,0,1,0,0,0,0,0
ADI-MCWATMKI,1,0,0,0,0,0,0,0,0
MUC-GDLLQTKR,0,0,0,0,0,1,0,0,0
MUS-AWANVSGM,0,0,0,0,0,0,0,1,0
BACK-LGCVKHIG,0,1,0,0,0,0,0,0,0
TUM-AFGLEPSE,0,0,0,0,0,0,1,0,0
LYM-NTRVVTTH,0,0,1,0,0,0,0,0,0
DEB-RERLRKKW,0,0,0,0,1,0,0,0,0
NORM-EVAKVTCV,0,0,0,0,0,0,0,0,1
MUS-AEFPLIHY,0,0,0,0,0,0,0,1,0
STR-GKAEDNCA,0,0,0,1,0,0,0,0,0
ADI-FVTHLVLV,1,0,0,0,0,0,0,0,0
TUM-NECDSDKS,0,0,0,0,0,0,1,0,0
BACK-DSWIATLD,0,1,0,0,0,0,0,0,0
LYM-ACPCWMVS,0,0,1,0,0,0,0,0,0
MUC-NLSFMRHQ,0,0,0,0,0,1,0,0,0
DEB-NSHRSKLT,0,0,0,0,1,0,0,0,0
MUS-MDPKTDFY,0,0,0,0,0,0,0,1,0
TUM-WTGISYAC,0,0,0,0,0,0,1,0,0
STR-VEVVVIEQ,0,0,0,1,0,0,0,0,0
ADI-GDEQYWVV,1,0,0,0,0,0,0,0,0
NORM-HDSAWAAA,0,0,0,0,0,0,0,0,1
LYM-PSPDDKNI,0,0,1,0,0,0,0,0,0
BACK-GFRKCCRF,0,1,0,0,0,0,0,0,0
MUC-IFCINFWI,0,0,0,0,0,1,0,0,0
MUS-GVSCEYGF,0,0,0,0,0,0,0,1,0
TUM-VYRGWGPC,0,0,0,0,0,0,1,0,0
DEB-PWDWDPRN,0,0,0,0,1,0,0,0,0
STR-YFTLYLTH,0,0,0,1,0,0,0,0,0
LYM-VQVTYPEF,0,0,1,0,0,0,0,0,0
ADI-RYNPEDWN,1,0,0,0,0,0,0,0,0
BACK-LGTCFCSD,0,1,0,0,0,0,0,0,0
MUS-SSANSSFI,0,0,0,0,0,0,0,1,0
TUM-HPLNSWRC,0,0,0,0,0,0,1,0,0
NORM-AWQSDTHG,0,0,0,0,0,0,0,0,1
DEB-RLSWIQWM,0,0,0,0,1,0,0,0,0
MUC-SVMVYRDA,0,0,0,0,0,1,0,0,0
LYM-CYFKNFAD,0,0,1,0,0,0,0,0,0
STR-HKGTCRAF,0,0,0,1,0,0,0,0,0
TUM-IPVQNQWS,0,0,0,0,0,0,1,0,0
MUS-FQCEINCS,0,0,0,0,0,0,0,1,0
ADI-APDRHCGN,1,0,0,0,0,0,0,0,0
BACK-IDMPCKNW,0,1,0,0,0,0,0,0,0
DEB-IMCKAWRI,0,0,0,0,1,0,0,0,0
NORM-YKIAFWNK,0,0,0,0,0,0,0,0,1
TUM-QCDPYKCM,0,0,0,0,0,0,1,0,0
MUS-GVDFGNRR,0,0,0,0,0,0,0,1,0
LYM-YRVKTIIK,0,0,1,0,0,0,0,0,0
MUC-KMFWANRP,0,0,0,0,0,1,0,0,0
STR-GIMFVISM,0,0,0,1,0,0,0,0,0
ADI-QRAKRVPQ,1,0,0,0,0,0,0,0,0
BACK-FQPLAKHA,0,1,0,0,0,0,0,0,0
DEB-SWYNWKNN,0,0,0,0,1,0,0,0,0
TUM-NAWVSKAE,0,0,0,0,0,0,1,0,0
MUS-DTYITLRN,0,0,0,0,0,0,0,1,0
NORM-VEHIEWWD,0,0,0,0,0,0,0,0,1
LYM-QCGQKGPS,0,0,1,0,0,0,0,0,0
STR-GQRWLEIM,0,0,0,1,0,0,0,0,0
MUC-HCDKTVHM,0,0,0,0,0,1,0,0,0
ADI-EASPSTVQ,1,0,0,0,0,0,0,0,0
BACK-HWADAEHP,0,1,0,0,0,0,0,0,0
TUM-HPQMCNDW,0,0,0,0,0,0,1,0,0
DEB-LCLWFLMQ,0,0,0,0,1,0,0,0,0
MUS-APETDSFS,0,0,0,0,0,0,0,1,0
LYM-IHKCQLSQ,0,0,1,0,0,0,0,0,0
NORM-GDCNQPAV,0,0,0,0,0,0,0,0,1
TUM-GCDHNFNL,0,0,0,0,0,0,1,0,0
STR-WAQRHIRS,0,0,0,1,0,0,0,0,0
ADI-HCPRDYKF,1,0,0,0,0,0,0,0,0
MUS-SRKDWIWA,0,0,0,0,0,0,0,1,0
DEB-RHYNINSG,0,0,0,0,1,0,0,0,0
BACK-MWRAEKPF,0,1,0,0,0,0,0,0,0
MUC-ENIYALRT,0,0,0,0,0,1,0,0,0
LYM-MMITIFMY,0,0,1,0,0,0,0,0,0
TUM-HQYIEMVI,0,0,0,0,0,0,1,0,0
MUS-NAVPRHYM,0,0,0,0,0,0,0,1,0
STR-QCTRQIFQ,0,0,0,1,0,0,0,0,0
ADI-NQMSEIKP,1,0,0,0,0,0,0,0,0
DEB-VCSIYVLI,0,0,0,0,1,0,0,0,0
NORM-PLKEYDND,0,0,0,0,0,0,0,0,1
BACK-EMSRYTSL,0,1,0,0,0,0,0,0,0
TUM-YVCHWTQM,0,0,0,0,0,0,1,0,0
MUC-PEAWCKPF,0,0,0,0,0,1,0,0,0
LYM-RCFWDTHE,0,0,1,0,0,0,0,0,0
MUS-ADPKLESA,0,0,0,0,0,0,0,1,0
DEB-RWLAKGFH,0,0,0,0,1,0,0,0,0
STR-YAWVDKPM,0,0,0,1,0,0,0,0,0
ADI-GQRKDNCA,1,0,0,0,0,0,0,0,0
TUM-GMSKDWFH,0,0,0,0,0,0,1,0,0
BACK-HKLSGAHK,0,1,0,0,0,0,0,0,0
NORM-YWHPQTAT,0,0,0,0,0,0,0,0,1
LYM-AKYKQDTQ,0,0,1,0,0,0,0,0,0
MUS-SPGTIKMT,0,0,0,0,0,0,0,1,0
MUC-GTPHMNSD,0,0,0,0,0,1,0,0,0
DEB-YDIYRHYY,0,0,0,0,1,0,0,0,0
TUM-AMRNMDHA,0,0,0,0,0,0,1,0,0
STR-TGGHDVDI,0,0,0,1,0,0,0,0,0
ADI-ESFHNWRP,1,0,0,0,0,0,0,0,0
BACK-LKEEEEFT,0,1,0,0,0,0,0,0,0
MUS-SAECHMQI,0,0,0,0,0,0,0,1,0
LYM-PHTIKTHV,0,0,1,0,0,0,0,0,0
NORM-DSGYVRIV,0,0,0,0,0,0,0,0,1
TUM-DYICTTRE,0,0,0,0,0,0,1,0,0
MUC-TCSSAQTD,0,0,0,0,0,1,0,0,0
DEB-NGYMTLAE,0,0,0,0,1,0,0,0,0
MUS-ESYYGMTL,0,0,0,0,0,0,0,1,0
STR-SDTPWFMW,0,0,0,1,0,0,0,0,0
ADI-MYFQWFHK,1,0,0,0,0,0,0,0,0
LYM-QKNTVPRM,0,0,1,0,0,0,0,0,0
BACK-AHQHVAWA,0,1,0,0,0,0,0,0,0
TUM-DMTICHIW,0,0,0,0,0,0,1,0,0
NORM-QKPGPDGM,0,0,0,0,0,0,0,0,1
DEB-LCRTMQGA,0,0,0,0,1,0,0,0,0
MUS-VMIVKYMF,0,0,0,0,0,0,0,1,0
MUC-ENQNRIST,0,0,0,0,0,1,0,0,0
STR-LMVPVTKC,0,0,0,1,0,0,0,0,0
LYM-ACFMKLEA,0,0,1,0,0,0,0,0,0
TUM-GWFWCIGK,0,0,0,0,0,0,1,0,0
ADI-GKNFAPKP,1,0,0,0,0,0,0,0,0
BACK-IAKINLLR,0,1,0,0,0,0,0,0,0
MUS-RSPYYQIN,0,0,0,0,0,0,0,1,0
DEB-IMCSQWLP,0,0,0,0,1,0,0,0,0
TUM-MKFYPVGG,0,0,0,0,0,0,1,0,0
NORM-VMAQNYRG,0,0,0,0,0,0,0,0,1
LYM-MMWLPIMF,0,0,1,0,0,0,0,0,0
STR-EPKKICHD,0,0,0,1,0,0,0,0,0
ADI-QWMSTTGA,1,0,0,0,0,0,0,0,0
BACK-MRPWMYGY,0,1,0,0,0,0,0,0,0
MUC-EFYSMVMM,0,0,0,0,0,1,0,0,0
MUS-FKGMDRPC,0,0,0,0,0,0,0,1,0
TUM-MSADMPHD,0,0,0,0,0,0,1,0,0
DEB-GESMPDQI,0,0,0,0,1,0,0,0,0
LYM-NIFKSFYH,0,0,1,0,0,0,0,0,0
STR-DSRVFPME,0,0,0,1,0,0,0,0,0
ADI-MGYAIHIS,1,0,0,0,0,0,0,0,0
MUS-CDLQWFIT,0,0,0,0,0,0,0,1,0
NORM-NNDEPHIH,0,0,0,0,0,0,0,0,1
BACK-DCTYKIFC,0,1,0,0,0,0,0,0,0
TUM-RHCLVAPA,0,0,0,0,0,0,1,0,0
MUC-FHQHIKPY,0,0,0,0,0,1,0,0,0
DEB-FCHCRHCC,0,0,0,0,1,0,0,0,0
LYM-MDVSDSSN,0,0,1,0,0,0,0,0,0
MUS-GMGANWTG,0,0,0,0,0,0,0,1,0
TUM-KINFNMMF,0,0,0,0,0,0,1,0,0
STR-QVLYRAVP,0,0,0,1,0,0,0,0,0
ADI-SCHSGACA,1,0,0,0,0,0,0,0,0
BACK-AHWMDPES,0,1,0,0,0,0,0,0,0
NORM-YFYADNKK,0,0,0,0,0,0,0,0,1
DEB-WPAQTEWF,0,0,0,0,1,0,0,0,0
MUC-QEHTPHNH,0,0,0,0,0,1,0,0,0
MUS-DMWEHGWM,0,0,0,0,0,0,0,1,0
LYM-MSEGICGY,0,0,1,0,0,0,0,0,0
TUM-WWWKELMA,0,0,0,0,0,0,1,0,0
STR-GFRPVSYN,0,0,0,1,0,0,0,0,0
ADI-QKFCFWYV,1,0,0,0,0,0,0,0,0
BACK-MEFAILYN,0,1,0,0,0,0,0,0,0
DEB-ELNVQWCQ,0,0,0,0,1,0,0,0,0
MUS-QMRVHCGI,0,0,0,0,0,0,0,1,0
TUM-HMEHQHVC,0,0,0,0,0,0,1,0,0
NORM-IAHAWYRE,0,0,0,0,0,0,0,0,1
LYM-QMQPRQVN,0,0,1,0,0,0,0,0,0
MUC-CPLLWTPM,0,0,0,0,0,1,0,0,0
STR-IARWSIMM,0,0,0,1,0,0,0,0,0
ADI-EAEQKCAN,1,0,0,0,0,0,0,0,0
BACK-AHCWIYDG,0,1,0,0,0,0,0,0,0
MUS-TPQDGCLA,0,0,0,0,0,0,0,1,0
TUM-EWHFQERN,0,0,0,0,0,0,1,0,0
DEB-KIKIPAGK,0,0,0,0,1,0,0,0,0
LYM-LVGEYLER,0,0,1,0,0,0,0,0,0
NORM-EYHFMDSV,0,0,0,0,0,0,0,0,1
MUC-EPHWFYID,0,0,0,0,0,1,0,0,0
TUM-HKKICKYG,0,0,0,0,0,0,1,0,0
MUS-LPMTDCYI,0,0,0,0,0,0,0,1,0
STR-PFGFTHRE,0,0,0,1,0,0,0,0,0
ADI-RKGRHLND,1,0,0,0,0,0,0,0,0
DEB-QLAEWVCC,0,0,0,0,1,0,0,0,0
BACK-NCQHYEVE,0,1,0,0,0,0,0,0,0
LYM-TMRRLWYY,0,0,1,0,0,0,0,0,0
TUM-CCFRWEGW,0,0,0,0,0,0,1,0,0
MUS-FYLLSKSK,0,0,0,0,0,0,0,1,0
NORM-AYFEWGEN,0,0,0,0,0,0,0,0,1
DEB-KTCSQMKL,0,0,0,0,1,0,0,0,0
STR-VGICVNVR,0,0,0,1,0,0,0,0,0
ADI-SIFEMFVW,1,0,0,0,0,0,0,0,0
BACK-MSGAMFSI,0,1,0,0,0,0,0,0,0
MUC-PSHCAIDE,0,0,0,0,0,1,0,0,0
LYM-AVMYQNPG,0,0,1,0,0,0,0,0,0
TUM-RYLELQVV,0,0,0,0,0,0,1,0,0
MUS-NREAGPRL,0,0,0,0,0,0,0,1,0
DEB-DRAWFVLK,0,0,0,0,1,0,0,0,0
ADI-KTCDELGF,1,0,0,0,0,0,0,0,0
STR-YHSLHGNH,0,0,0,1,0,0,0,0,0
BACK-GQMLWDYH,0,1,0,0,0,0,0,0,0
TUM-EHTGGRGA,0,0,0,0,0,0,1,0,0
LYM-ESPWEYEM,0,0,1,0,0,0,0,0,0
NORM-MSGLCPQC,0,0,0,0,0,0,0,0,1
MUS-LMTEFLTE,0,0,0,0,0,0,0,1,0
MUC-FVNTSYWL,0,0,0,0,0,1,0,0,0
DEB-DAQCCRER,0,0,0,0,1,0,0,0,0
TUM-YYYRHCTW,0,0,0,0,0,0,1,0,0
ADI-RCRYCIHC,1,0,0,0,0,0,0,0,0
MUS-QWPIQTTN,0,0,0,0,0,0,0,1,0
STR-YYLFARHG,0,0,0,1,0,0,0,0,0
LYM-MQHNMIEF,0,0,1,0,0,0,0,0,0
BACK-ISIQDCQN,0,1,0,0,0,0,0,0,0
NORM-NSVWEQQQ,0,0,0,0,0,0,0,0,1
MUC-PVTFDPMI,0,0,0,0,0,1,0,0,0
TUM-TFMFPMFT,0,0,0,0,0,0,1,0,0
DEB-DWKICDGT,0,0,0,0,1,0,0,0,0
MUS-LEYSCGCC,0,0,0,0,0,0,0,1,0
LYM-SKFKKPES,0,0,1,0,0,0,0,0,0
ADI-EWRWNMFV,1,0,0,0,0,0,0,0,0
STR-WEQEALNR,0,0,0,1,0,0,0,0,0
BACK-DYWRNVPC,0,1,0,0,0,0,0,0,0
TUM-KNLKVENY,0,0,0,0,0,0,1,0,0
NORM-SYYDPQPK,0,0,0,0,0,0,0,0,1
MUS-LCVDHMQA,0,0,0,0,0,0,0,1,0
DEB-TWAMYMEP,0,0,0,0,1,0,0,0,0
MUC-VFHDIGPV,0,0,0,0,0,1,0,0,0
LYM-TNAPNGMY,0,0,1,0,0,0,0,0,0
TUM-NPAPMSVY,0,0,0,0,0,0,1,0,0
ADI-KPRWEKYG,1,0,0,0,0,0,0,0,0
STR-CMTYRMAI,0,0,0,1,0,0,0,0,0
BACK-IVMQFPYV,0,1,0,0,0,0,0,0,0
MUS-MQAMSKRN,0,0,0,0,0,0,0,1,0
DEB-DNLCGSVQ,0,0,0,0,1,0,0,0,0
NORM-NCADHSWR,0,0,0,0,0,0,0,0,1
LYM-AMPFTGNY,0,0,1,0,0,0,0,0,0
TUM-ADIWPYAV,0,0,0,0,0,0,1,0,0
MUC-QAQLKSYF,0,0,0,0,0,1,0,0,0
ADI-LKPKKSWV,1,0,0,0,0,0,0,0,0
STR-DEHETLKI,0,0,0,1,0,0,0,0,0
BACK-IQDAMQAN,0,1,0,0,0,0,0,0,0
MUS-RWVMWYVH,0,0,0,0,0,0,0,1,0
DEB-STDKPQGF,0,0,0,0,1,0,0,0,0
TUM-RTFSYPHK,0,0,0,0,0,0,1,0,0
LYM-RYCVASYI,0,0,1,0,0,0,0,0,0
NORM-AYVGMQYQ,0,0,0,0,0,0,0,0,1
MUS-PYAMMFFL,0,0,0,0,0,0,0,1,0
ADI-MEPEHKNN,1,0,0,0,0,0,0,0,0
STR-RHSATHGS,0,0,0,1,0,0,0,0,0
BACK-FYNIMNLP,0,1,0,0,0,0,0,0,0
MUC-MESDYASY,0,0,0,0,0,1,0,0,0
TUM-NMTDREDH,0,0,0,0,0,0,1,0,0
DEB-THNWIMYA,0,0,0,0,1,0,0,0,0
LYM-FRFIQKVP,0,0,1,0,0,0,0,0,0
MUS-TDWTSNRG,0,0,0,0,0,0,0,1,0
TUM-IKHIPFEQ,0,0,0,0,0,0,1,0,0
ADI-SDTQPLPD,1,0,0,0,0,0,0,0,0
BACK-IGIPQYDI,0,1,0,0,0,0,0,0,0
STR-CVYKSKEA,0,0,0,1,0,0,0,0,0
NORM-CGCILRGD,0,0,0,0,0,0,0,0,1
MUC-QTGQKPAE,0,0,0,0,0,1,0,0,0
DEB-VRKSEAHH,0,0,0,0,1,0,0,0,0
MUS-SAARYWKD,0,0,0,0,0,0,0,1,0
LYM-DTTCFKSS,0,0,1,0,0,0,0,0,0
TUM-PGHPSQLW,0,0,0,0,0,0,1,0,0
ADI-HFMYCLDQ,1,0,0,0,0,0,0,0,0
BACK-FPKHRHHQ,0,1,0,0,0,0,0,0,0
STR-IQYDQFLQ,0,0,0,1,0,0,0,0,0
DEB-CIFTARTG,0,0,0,0,1,0,0,0,0
MUS-FVCGESRS,0,0,0,0,0,0,0,1,0
NORM-HNDHPIYP,0,0,0,0,0,0,0,0,1
LYM-WSFPHFNG,0,0,1,0,0,0,0,0,0
TUM-TSHHTLRF,0,0,0,0,0,0,1,0,0
MUC-QHGVLIPY,0,0,0,0,0,1,0,0,0
MUS-EYEWCMSK,0,0,0,0,0,0,0,1,0
ADI-HNESAGPH,1,0,0,0,0,0,0,0,0
BACK-DCRFIASN,0,1,0,0,0,0,0,0,0
STR-LNIRGQGD,0,0,0,1,0,0,0,0,0
TUM-FLQWTSDI,0,0,0,0,0,0,1,0,0
DEB-IFRCGEQN,0,0,0,0,1,0,0,0,0
LYM-LYCCHHSQ,0,0,1,0,0,0,0,0,0
NORM-WTPCLYET,0,0,0,0,0,0,0,0,1
MUC-DGPWLEPM,0,0,0,0,0,1,0,0,0
MUS-KSYSMGLR,0,0,0,0,0,0,0,1,0
TUM-REPISQYA,0,0,0,0,0,0,1,0,0
ADI-NLMIEIKW,1,0,0,0,0,0,0,0,0
DEB-FQIQASPT,0,0,0,0,1,0,0,0,0
BACK-IHQDNIQP,0,1,0,0,0,0,0,0,0
STR-EINMNFYF,0,0,0,1,0,0,0,0,0
LYM-SESKYTLV,0,0,1,0,0,0,0,0,0
MUS-HMHNDMFT,0,0,0,0,0,0,0,1,0
TUM-SRMDKHNM,0,0,0,0,0,0,1,0,0
NORM-YAIPTFFN,0,0,0,0,0,0,0,0,1
MUC-ANVGSVTI,0,0,0,0,0,1,0,0,0
DEB-HACLMQCH,0,0,0,0,1,0,0,0,0
BACK-ASHRHHDE,0,1,0,0,0,0,0,0,0
ADI-KTWEWSPI,1,0,0,0,0,0,0,0,0
LYM-YMRCCYKW,0,0,1,0,0,0,0,0,0
STR-GEFQECRK,0,0,0,1,0,0,0,0,0
MUS-ISHMNSQF,0,0,0,0,0,0,0,1,0
TUM-PKWGLPLG,0,0,0,0,0,0,1,0,0
DEB-GIAPVYKT,0,0,0,0,1,0,0,0,0
NORM-DADPYGSW,0,0,0,0,0,0,0,0,1
LYM-AWPHYWWQ,0,0,1,0,0,0,0,0,0
MUC-HCGDFDEG,0,0,0,0,0,1,0,0,0
BACK-LMDSQFAY,0,1,0,0,0,0,0,0,0
TUM-HDLNRGGF,0,0,0,0,0,0,1,0,0
MUS-VGDCCTYF,0,0,0,0,0,0,0,1,0
ADI-RISRKHDV,1,0,0,0,0,0,0,0,0
STR-SGGFVHLP,0,0,0,1,0,0,0,0,0
DEB-EMYDHHSW,0,0,0,0,1,0,0,0,0
TUM-LPMNNRCP,0,0,0,0,0,0,1,0,0
MUS-HRKSRKVP,0,0,0,0,0,0,0,1,0
LYM-EGTQYRIG,0,0,1,0,0,0,0,0,0
BACK-IIAVAIWT,0,1,0,0,0,0,0,0,0
ADI-HRKIFFMA,1,0,0,0,0,0,0,0,0
STR-WKLFWWRF,0,0,0,1,0,0,0,0,0
NORM-TTFCIKHL,0,0,0,0,0,0,0,0,1
MUC-ILMQCMTW,0,0,0,0,0,1,0,0,0
TUM-EDQCKWGI,0,0,0,0,0,0,1,0,0
MUS-HPHNGGCP,0,0,0,0,0,0,0,1,0
DEB-DDEFIKEA,0,0,0,0,1,0,0,0,0
LYM-VHVGHGKN,0,0,1,0,0,0,0,0,0
BACK-CQFGNYGL,0,1,0,0,0,0,0,0,0
ADI-CYNRRSNN,1,0,0,0,0,0,0,0,0
STR-RREPMDEN,0,0,0,1,0,0,0,0,0
TUM-QDESFEYF,0,0,0,0,0,0,1,0,0
NORM-LGCHGCNR,0,0,0,0,0,0,0,0,1
MUS-CHPYNEWV,0,0,0,0,0,0,0,1,0
MUC-YLEGSTWA,0,0,0,0,0,1,0,0,0
DEB-CESPCSFV,0,0,0,0,1,0,0,0,0
LYM-VQLSDVYI,0,0,1,0,0,0,0,0,0
BACK-MQSWPESN,0,1,0,0,0,0,0,0,0
TUM-NTSASCTY,0,0,0,0,0,0,1,0,0
ADI-IEATQFNR,1,0,0,0,0,0,0,0,0
STR-AAWPTINK,0,0,0,1,0,0,0,0,0
